title,artist,mood,energy,valence,tempo,language,album_art,preview_url
Aperture,Harry Styles,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/07/41/6a/07416a78-38b9-2d47-7ce8-8a52a44c510f/196874010112.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/46/f9/0e/46f90e9b-0d1a-b986-c3f9-0e690e79c79b/mzaf_8629808582610321991.plus.aac.p.m4a
Adore You,Harry Styles,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/1b/59/1f/1b591fec-7157-f069-02fd-46a77c8638af/mzaf_2481090751237982049.plus.aac.p.m4a
Coming Up Roses,Harry Styles,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/07/41/6a/07416a78-38b9-2d47-7ce8-8a52a44c510f/196874010112.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/44/f1/8a/44f18a73-1e7b-90c1-8f0d-55e9f257463e/mzaf_12931732484760057017.plus.aac.p.m4a
Falling,Harry Styles,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e2/82/28/e28228b8-4440-b6a8-d82d-4e9eba8fc882/mzaf_10293739487732546000.plus.aac.p.m4a
Late Night Talking,Harry Styles,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e3/a2/04/e3a204b5-c3f6-f49d-a97c-4472f8b045d7/mzaf_18322387550227682410.plus.aac.p.m4a
Golden,Harry Styles,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/50/8f/f7/508ff714-12ac-6b8b-9e48-871ec5da8ed1/mzaf_782156429997343495.plus.aac.p.m4a
Satellite,Harry Styles,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b0/ff/d0/b0ffd005-3f1c-34d6-3123-ae829457a409/mzaf_865652897910996010.plus.aac.p.m4a
Matilda,Harry Styles,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/03/29/7d/03297dd4-5dbe-4ec6-9480-f40846b7181c/mzaf_15378071810157311314.plus.aac.p.m4a
Sweet Creature,Harry Styles,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/3d/5e/aa/3d5eaaa3-9a86-c264-5cd5-7fac83f99a59/886446451978.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a7/0a/16/a70a16be-199c-7304-85e6-3fc3ef10b509/mzaf_3757036057523441311.plus.aac.p.m4a
Fine Line,Harry Styles,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ab/cb/ff/abcbff56-dffb-e390-9699-6dd494a0c280/mzaf_3526458013556102441.plus.aac.p.m4a
Harry Styles,Malcolm Todd,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/93/68/85/9368851d-cc58-b883-5c2a-d08e8826b145/196872917871.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0d/8d/41/0d8d414b-f9b0-ed00-b1e8-f5bb03c26e4b/mzaf_11251039806588515953.plus.aac.p.m4a
Music For a Sushi Restaurant,Harry Styles,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/db/30/2b/db302b37-7cfd-947d-b168-2288df0594d9/mzaf_4879334278137199118.plus.aac.p.m4a
Lights Up,Harry Styles,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/37/df/cd/37dfcd4a-3899-32ea-fdc0-382db69a9664/mzaf_15056258762086103644.plus.aac.p.m4a
Cherry,Harry Styles,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/84/31/4a/84314a72-b42a-1bb3-9c43-702f8a585e74/mzaf_12430158979087766363.plus.aac.p.m4a
Daylight,Harry Styles,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0e/d7/aa/0ed7aacf-6c72-39b2-7731-05ad74ac85e2/mzaf_11719631527113093480.plus.aac.p.m4a
Love Of My Life,Harry Styles,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3e/37/ed/3e37edc2-b02e-c3fd-bd1e-6f9548b910c2/mzaf_10631950686010316714.plus.aac.p.m4a
She,Harry Styles,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a5/45/cd/a545cd6f-a384-2429-e5c9-8b9018414f60/mzaf_15204786332077756000.plus.aac.p.m4a
Grapejuice,Harry Styles,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/2a/19/fb/2a19fb85-2f70-9e44-f2a9-82abe679b88e/886449990061.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/91/e9/fa/91e9faf4-c012-2b83-f2e3-9204635561d9/mzaf_1722014334768721753.plus.aac.p.m4a
To Be So Lonely,Harry Styles,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2b/c4/c9/2bc4c9d4-3bc6-ab13-3f71-df0b89b173de/886448022213.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ec/6a/93/ec6a933e-9f68-f6a7-34ba-534126057b49/mzaf_9971770873923839017.plus.aac.p.m4a
Kiwi,Harry Styles,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/3d/5e/aa/3d5eaaa3-9a86-c264-5cd5-7fac83f99a59/886446451978.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/73/cb/1d/73cb1d4e-a4fb-0702-cf7b-3136e6aa8f42/mzaf_3811625892623170721.plus.aac.p.m4a
Harry Styles,Malcolm Todd,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/16/5e/aa/165eaaf3-64d3-d2e8-2dfc-becb19faafe3/196873469492.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3a/8c/1e/3a8c1e72-d60f-23dd-f10e-6eb77545ea5b/mzaf_13775955364813116713.plus.aac.p.m4a
Yellow,Coldplay,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f5/93/8c/f5938c49-964c-31d1-4b33-78b634f71fb7/190295978075.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/66/f3/1a/66f31a76-a6ed-cb4c-f353-23310a7ae9a8/mzaf_10593596652344378873.plus.aac.p.m4a
Viva La Vida,Coldplay,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/52/aa/85/52aa851f-15b7-6322-f91f-df84b15b7b19/190295978044.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/2b/04/65/2b0465c3-2db1-e461-2362-14b528456b8f/mzaf_1805426141027060154.plus.aac.p.m4a
A Sky Full of Stars,Coldplay,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/60/90/ad/6090adc3-8863-861d-afcc-23c55c6fe5da/dj.vmtulfyu.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/a2/31/4b/a2314b97-10b6-190c-72b3-45cc21bbf56b/mzaf_740612971315603868.plus.aac.p.m4a
The Scientist,Coldplay,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b9/b4/2a/b9b42ad1-1e25-5096-da43-497a247e69a3/190295978051.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ae/a6/27/aea62715-e6ae-9562-ba81-1f969a2ee2fa/mzaf_9054259057357054559.plus.aac.p.m4a
Sparks,Coldplay,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f5/93/8c/f5938c49-964c-31d1-4b33-78b634f71fb7/190295978075.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/47/db/ce/47dbce82-d89c-0897-0da7-26d06ae7e2f2/mzaf_14852507599380441353.plus.aac.p.m4a
Clocks,Coldplay,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b9/b4/2a/b9b42ad1-1e25-5096-da43-497a247e69a3/190295978051.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d2/9b/17/d29b173f-546a-606b-378f-8f3c333e81f1/mzaf_3952108508633208951.plus.aac.p.m4a
Fix You,Coldplay,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0c/82/48/0c8248a8-4a5b-d30d-8056-f32d650d2fc9/190295978068.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e5/42/e3/e542e340-a45c-695e-e0b8-6155e222ebc0/mzaf_14955746616030397665.plus.aac.p.m4a
Paradise,Coldplay,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/41/1c/fa411c37-7a65-8a3e-71c9-4b566c49617c/5099967983858_1562x1562_300dpi.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/13/1f/f0/131ff0ec-09d2-cc44-043f-698e60713641/mzaf_1497246005369579066.plus.aac.p.m4a
Adventure of a Lifetime,Coldplay,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c8/0a/6d/c80a6df9-e55a-fb83-0311-f4776984ac67/mzm.lasidxkv.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/b9/78/7b/b9787b6d-2bcc-6fd7-231f-9e79b91d988e/mzaf_13866407877410073156.plus.aac.p.m4a
Something Just Like This,The Chainsmokers & Coldplay,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/9d/56/6f/9d566f55-5253-bed6-5c31-df952dae649d/886446379289.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/64/7f/96/647f9601-aa94-3599-6c73-0143510b8b92/mzaf_13538528720942742126.plus.aac.p.m4a
Hymn for the Weekend,Coldplay,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c8/0a/6d/c80a6df9-e55a-fb83-0311-f4776984ac67/mzm.lasidxkv.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/0f/4c/17/0f4c17b5-4c32-a75b-2121-4f0585f65d8e/mzaf_16455841633683979502.plus.aac.p.m4a
Trouble,Coldplay,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f5/93/8c/f5938c49-964c-31d1-4b33-78b634f71fb7/190295978075.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/25/e9/92/25e9922c-1808-4198-4c94-ff8a58475dd9/mzaf_16674087831264377666.plus.aac.p.m4a
Speed of Sound,Coldplay,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0c/82/48/0c8248a8-4a5b-d30d-8056-f32d650d2fc9/190295978068.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/71/43/70/71437058-1d39-b12c-2b37-a1b14a5d26f0/mzaf_5970876114034094619.plus.aac.p.m4a
Coldplay,Lizzo,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/b8/20/f9/b820f951-e53c-93bf-e75d-33df6165e7c1/075679736109.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0d/d4/88/0dd488f3-20f2-38b1-7d8b-964315364364/mzaf_15781711595571456481.plus.aac.p.m4a
Coldplay,Lizzo,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/63/4a/b8/634ab8d4-abbd-d00a-8913-3048bc89cb4d/075679749123_01.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1a/9d/6a/1a9d6aad-5ef4-bb17-ed37-16be96d75402/mzaf_9758318336553609418.plus.aac.p.m4a
Coldplay,Cali y El Dandee & Aitana,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/dc/6c/b5/dc6cb5de-5d72-e535-8cb9-6aa268b5e338/22UMGIM10443.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/46/70/f4/4670f47a-22ec-3746-b92d-dc5b6f59761a/mzaf_9104206671593214029.plus.aac.p.m4a
Magic,Coldplay,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/60/90/ad/6090adc3-8863-861d-afcc-23c55c6fe5da/dj.vmtulfyu.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/23/e4/d5/23e4d5ef-f001-dee1-055d-276f9088f725/mzaf_9119785706370797971.plus.aac.p.m4a
In My Place,Coldplay,disgust,0.5,0.2,90,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b9/b4/2a/b9b42ad1-1e25-5096-da43-497a247e69a3/190295978051.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7e/4a/64/7e4a6499-cc19-c959-52f4-85d8b112dea2/mzaf_83693645677956157.plus.aac.p.m4a
Coldplay,David Ryan Harris,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music117/v4/21/6f/5a/216f5a9a-2869-d7f3-0093-72219a4c463f/5054526998179_1.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e0/1d/a1/e01da1ca-f5fc-06fe-c234-0412e126bd93/mzaf_14696762468514744411.plus.aac.p.m4a
My Universe,Coldplay X BTS,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/df/60/00/df600071-c5c7-24e7-e4d7-1a6b71fa44e7/190296529818.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ac/9a/20/ac9a20f7-0065-92f0-7fbe-c136bc5ddcf4/mzaf_10985566651421931051.plus.aac.p.m4a
Everglow,Coldplay,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c8/0a/6d/c80a6df9-e55a-fb83-0311-f4776984ac67/mzm.lasidxkv.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/04/cb/99/04cb99bc-73fd-b7a6-51a9-28443109b6d3/mzaf_1623339256922498895.plus.aac.p.m4a
Talk,Coldplay,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0c/82/48/0c8248a8-4a5b-d30d-8056-f32d650d2fc9/190295978068.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5a/88/d6/5a88d688-22ad-2748-e975-d7de1e150702/mzaf_16172042005101510311.plus.aac.p.m4a
Every Teardrop Is a Waterfall,Coldplay,love,0.4,0.8,95,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/41/1c/fa411c37-7a65-8a3e-71c9-4b566c49617c/5099967983858_1562x1562_300dpi.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/df/bb/32/dfbb3281-fa68-d3f4-27de-c2418810e4e1/mzaf_8315751059057076778.plus.aac.p.m4a
Viva la Vida,Coldplay,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/56/bc/3d/56bc3d9c-0a4a-0466-643e-eb9bd748e8bf/190295978037.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0b/17/33/0b17337d-f9f4-2697-e1c7-dcbce168d3e0/mzaf_18318399393001191915.plus.aac.p.m4a
Higher Power,Coldplay,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4c/da/68/4cda687a-bce3-4dcf-3df0-6e1fedae0e3b/190296697883.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ab/98/9f/ab989fad-aa1b-06b6-a35a-47c9195fb425/mzaf_9522994336672865496.plus.aac.p.m4a
Thunder,Imagine Dragons,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/78/7d/8b/787d8b89-7b57-d3bc-1f9d-6378fad1b4f5/mzaf_5131352572683029126.plus.aac.p.m4a
Believer,Imagine Dragons,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7d/9c/8d/7d9c8d77-dc2c-6ab5-540a-063016ea0ee2/mzaf_13607919425161609621.plus.aac.p.m4a
Radioactive,Imagine Dragons,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/1f/fa/09/1ffa092f-f52f-4a66-7d10-4cc5982dc747/12UMGIM46901.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/77/70/88/777088e9-60a1-c459-bfa5-6e66f2fd2695/mzaf_7685408661765681881.plus.aac.p.m4a
Demons,Imagine Dragons,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/1f/fa/09/1ffa092f-f52f-4a66-7d10-4cc5982dc747/12UMGIM46901.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/fc/d4/e8/fcd4e814-39f4-19e8-f421-c2d269698025/mzaf_1039703479531920971.plus.aac.p.m4a
Whatever It Takes,Imagine Dragons,fear,0.4,0.1,110,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cd/9f/69/cd9f6979-271e-60d7-8b64-2e1039ad3093/mzaf_11482633419661299974.plus.aac.p.m4a
Bones,Imagine Dragons,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/33/87/c8/3387c827-adaa-681d-bd10-ce7d8e888b9c/22UMGIM21054.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ec/8a/05/ec8a05a5-7fa2-5299-10dc-5b7396007a84/mzaf_9314254840119296778.plus.aac.p.m4a
Natural,Imagine Dragons,relaxed,0.3,0.5,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/3f/80/a8/3f80a8ef-5409-42ac-c126-c7354698c7fc/18UMGIM65849.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3e/5c/41/3e5c411a-760a-652e-8e9e-4e83d7e72234/mzaf_5029075864242526063.plus.aac.p.m4a
On Top of the World,Imagine Dragons,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/1f/fa/09/1ffa092f-f52f-4a66-7d10-4cc5982dc747/12UMGIM46901.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/cf/89/7b/cf897bba-9f5a-0621-df08-b6d7c83bf654/mzaf_7096659419087440090.plus.aac.p.m4a
Bad Liar,Imagine Dragons,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/3f/80/a8/3f80a8ef-5409-42ac-c126-c7354698c7fc/18UMGIM65849.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/80/af/3d/80af3d69-32d7-b2e9-6854-5c28e20f6bbd/mzaf_646143266605713442.plus.aac.p.m4a
Enemy (From Arcane: League of Legends),Imagine Dragons & JID,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/76/77/08/767708a7-ec93-3b3d-3bac-40086e5a265c/21UM1IM29634.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f9/8b/d9/f98bd9a6-96d2-b8fd-1848-0de12814aec6/mzaf_18165369050311284240.plus.aac.p.m4a
Sharks,Imagine Dragons,anger,0.9,0.2,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/2d/54/70/2d5470e7-ab60-f062-7ac8-e950e9726cba/22UMGIM37171.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fe/46/2a/fe462a67-c454-b59c-41b0-4211be3e44de/mzaf_3734666400078197911.plus.aac.p.m4a
It's Time,Imagine Dragons,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/1f/fa/09/1ffa092f-f52f-4a66-7d10-4cc5982dc747/12UMGIM46901.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d4/e6/d1/d4e6d13c-1197-018a-e435-4754cee5f1f0/mzaf_79837808387829841.plus.aac.p.m4a
Warriors,Imagine Dragons,happiness,0.8,0.8,120,English,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/b3/a8/b0/b3a8b05f-7dfe-f557-6147-57e74dfdbebe/15UMGIM53209.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/bb/72/d8/bb72d87f-c6e5-b2c2-c2da-f09b1329a9d0/mzaf_14405083140077388552.plus.aac.p.m4a
Follow You,Imagine Dragons,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4f/fe/b7/4ffeb7fd-e789-4faf-db3d-8145e19775fd/21UMGIM17772.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c7/b5/fc/c7b5fc68-ded0-d50c-d25d-f7a299e3598b/mzaf_15898481186576452404.plus.aac.p.m4a
Roots,Imagine Dragons,surprise,0.8,0.6,130,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/32/b9/b6/32b9b6ee-5222-9064-eb00-299cf44957dd/00602547562012.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fc/23/17/fc231797-3525-2d79-bc34-473477e5fd14/mzaf_12204304628646585928.plus.aac.p.m4a
Wrecked,Imagine Dragons,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/01/8a/c2/018ac22e-1756-2dd1-03e7-74a55e92ea2c/21UMGIM58932.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ad/78/3b/ad783be8-c2c3-d193-a407-f5df6fdc4d11/mzaf_8468439667282273853.plus.aac.p.m4a
Next to Me,Imagine Dragons,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9c/ea/77/9cea776e-8618-e58d-8f24-23915582494f/mzaf_8090979462345066312.plus.aac.p.m4a
Monster,Imagine Dragons,motivated,0.9,0.7,140,English,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/b3/a8/b0/b3a8b05f-7dfe-f557-6147-57e74dfdbebe/15UMGIM53209.rgb.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b6/fd/93/b6fd9399-f1ee-21b9-8e8b-82ca5401b2ae/mzaf_1972878987197626057.plus.aac.p.m4a
Imagine Dragons,Ragged Insomnia,sadness,0.2,0.2,80,English,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d5/bb/2e/d5bb2eec-14c8-e4eb-18e1-bfee1bcb042a/859749810575_cover.jpg/600x600bb.jpg,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/59/b0/88/59b088ee-b1d4-9494-0488-1672f9e5da22/mzaf_3690942398054966621.plus.aac.p.m4a
